album,track_number,id,artist,name,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
album,1,7ccTcabbJlCJiIqtrSSwBk,Eminem,Premonition - Intro,spotify:track:7ccTcabbJlCJiIqtrSSwBk,0.847,0.637,-5.193,0.367,0.0258,0.000648,0.382,0.511,165.979,75
album,2,0q2vG0UVuy6ajjcpkQHdZM,Eminem,Unaccommodating (feat. Young M.A),spotify:track:0q2vG0UVuy6ajjcpkQHdZM,0.852,0.752,-5.793,0.0597,0.0169,0,0.394,0.389,89.95,78
album,3,0GQ5bFTVFFKpwNPc7KwQnB,Eminem,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",spotify:track:0GQ5bFTVFFKpwNPc7KwQnB,0.68,0.82,-4.197,0.151,0.0614,0,0.597,0.243,140.033,79
album,4,4EmunTy7kNBYQivOa8F6b8,Eminem,Alfred - Interlude,spotify:track:4EmunTy7kNBYQivOa8F6b8,0.429,0.231,-20.43,0.402,0.878,0,0.279,0.914,74.545,71
album,5,0VSzREd1OjEWJ9tXoFHRQH,Eminem,Those Kinda Nights (feat. Ed Sheeran),spotify:track:0VSzREd1OjEWJ9tXoFHRQH,0.794,0.637,-6.29,0.339,0.028,0,0.0919,0.393,103.868,80
album,6,7Dj2wqPYXfSRFwa6qyOztr,Eminem,In Too Deep,spotify:track:7Dj2wqPYXfSRFwa6qyOztr,0.72,0.767,-5.839,0.214,0.0387,0,0.202,0.595,88.966,75
album,7,7FIWs0pqAYbP91WWM0vlTQ,Eminem,Godzilla (feat. Juice WRLD),spotify:track:7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,-5.26,0.342,0.145,0,0.292,0.829,165.995,94
album,8,5SiZJoLXp3WOl3J4C8IK0d,Eminem,Darkness,spotify:track:5SiZJoLXp3WOl3J4C8IK0d,0.671,0.623,-7.161,0.308,0.00998,7.55E-06,0.643,0.195,75.055,79
album,9,5CpsIb7SMFHjmAG8RvIWfq,Eminem,Leaving Heaven (feat. Skylar Grey),spotify:track:5CpsIb7SMFHjmAG8RvIWfq,0.661,0.748,-4.809,0.206,0.175,0,0.254,0.509,171.983,77
album,10,5mZXWEH2eh8zMZGCxT5aW0,Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",spotify:track:5mZXWEH2eh8zMZGCxT5aW0,0.458,0.966,-2.107,0.384,0.14,0,0.11,0.356,183.586,73
album,11,2d3fdQ6OxmUIsF20eCpcrv,Eminem,Stepdad - Intro,spotify:track:2d3fdQ6OxmUIsF20eCpcrv,0.589,0.459,-7.748,0.263,0.178,0,0.425,0.619,113.542,15
album,12,3QVHSV8YKYq4L8tI5rnFgj,Eminem,Stepdad,spotify:track:3QVHSV8YKYq4L8tI5rnFgj,0.779,0.805,-3.121,0.178,0.018,0,0.321,0.557,145.68,74
album,13,34d7sGX6WUqq8f04e7CSNF,Eminem,Marsh,spotify:track:34d7sGX6WUqq8f04e7CSNF,0.871,0.493,-6.356,0.205,0.0134,0.000241,0.385,0.0495,144.989,75
album,14,40YbWniIEmqy6s58fYXLUh,Eminem,Never Love Again,spotify:track:40YbWniIEmqy6s58fYXLUh,0.747,0.899,-5.125,0.246,0.1,0,0.486,0.581,92.029,74
album,15,4qNWEOMyexn7b8Icyk29t9,Eminem,Little Engine,spotify:track:4qNWEOMyexn7b8Icyk29t9,0.769,0.811,-4.162,0.228,0.0234,0,0.0451,0.76,155.081,74
Music To Be Murdered By,16,1qwMkkRiD5jqLeUUjfgblh,Eminem,Lock It Up (feat. Anderson .Paak),spotify:track:1qwMkkRiD5jqLeUUjfgblh,0.848,0.745,-3.052,0.221,0.0949,0,0.0796,0.516,137.024,76
Music To Be Murdered By,17,74gykWHknHDrg4eMdcmdRq,Eminem,Farewell,spotify:track:74gykWHknHDrg4eMdcmdRq,0.89,0.664,-6.625,0.106,0.00487,0,0.257,0.467,93.007,74
Music To Be Murdered By,18,1lO9CZo6eDrOy0S7khgryG,Eminem,No Regrets (feat. Don Toliver),spotify:track:1lO9CZo6eDrOy0S7khgryG,0.756,0.747,-5.407,0.046,0.0048,0.00536,0.588,0.0687,134.935,75
Music To Be Murdered By,19,3CJbxqRQ0JNCqboWDNUUeX,Eminem,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",spotify:track:3CJbxqRQ0JNCqboWDNUUeX,0.635,0.543,-5.941,0.067,0.0454,0.000678,0.272,0.036,98.743,73
Music To Be Murdered By,20,1WAwILvz37MkmZfmGnEXfg,Eminem,Alfred - Outro,spotify:track:1WAwILvz37MkmZfmGnEXfg,0.476,0.237,-14.514,0.0486,0.177,0,0.217,0.0387,106.972,68
Kamikaze,1,2jt2WxXMCD4zjACthkJQVE,Eminem,The Ringer,spotify:track:2jt2WxXMCD4zjACthkJQVE,0.939,0.551,-9.126,0.291,0.0311,0,0.192,0.42,118.552,72
Kamikaze,2,2XTquzYQAdT1Hk78bOUwsv,Eminem,Greatest,spotify:track:2XTquzYQAdT1Hk78bOUwsv,0.809,0.737,-5.186,0.108,0.0441,0,0.341,0.367,80.025,70
Kamikaze,3,60SdxE8apGAxMiRrpbmLY0,Eminem,Lucky You (feat. Joyner Lucas),spotify:track:60SdxE8apGAxMiRrpbmLY0,0.876,0.786,-4.884,0.306,0.0627,0,0.127,0.575,153.068,79
Kamikaze,4,0Uv5Kp8sEnriJjkX4oLfNI,Eminem,Paul - Skit,spotify:track:0Uv5Kp8sEnriJjkX4oLfNI,0.636,0.335,-13.327,0.966,0.993,0,0.342,0.561,161.68,61
Kamikaze,5,0evt4UZbdhnHtcAnxkm6A1,Eminem,Normal,spotify:track:0evt4UZbdhnHtcAnxkm6A1,0.907,0.64,-6.542,0.354,0.261,0,0.0785,0.803,120.995,65
Kamikaze,6,6B3zy3LOKHndqsviCr2z15,Eminem,Em Calls Paul - Skit,spotify:track:6B3zy3LOKHndqsviCr2z15,0.707,0.314,-10.115,0.747,0.977,0,0.109,0.602,104.014,61
Kamikaze,7,60Z57Wdrn0pEVpHI7d7GAX,Eminem,Stepping Stone,spotify:track:60Z57Wdrn0pEVpHI7d7GAX,0.616,0.684,-6.032,0.311,0.0305,0,0.376,0.312,179.503,65
Kamikaze,8,28FGV3ORH14MYORd7s5dlU,Eminem,Not Alike (feat. Royce Da 5'9),spotify:track:28FGV3ORH14MYORd7s5dlU,0.904,0.756,-3.746,0.32,0.0692,0,0.339,0.342,140.005,70
Kamikaze,9,2gsNpSn7VvvJuSrIDfRoYy,Eminem,Kamikaze,spotify:track:2gsNpSn7VvvJuSrIDfRoYy,0.78,0.808,-5.175,0.484,0.112,0,0.329,0.642,79.982,70
Kamikaze,10,58QhkbaAkLFnn7JwAnAato,Eminem,Fall,spotify:track:58QhkbaAkLFnn7JwAnAato,0.83,0.546,-5.716,0.295,0.227,0,0.112,0.535,182.973,71
Kamikaze,11,09FfQO3PqHO4HIJL511Ksi,Eminem,Nice Guy (with Jessie Reyez),spotify:track:09FfQO3PqHO4HIJL511Ksi,0.65,0.639,-5.962,0.458,0.0942,0,0.135,0.563,139.226,64
Kamikaze,12,4g32MdRoqwGKQd3NXIRhpU,Eminem,Good Guy (feat. Jessie Reyez),spotify:track:4g32MdRoqwGKQd3NXIRhpU,0.696,0.634,-6.918,0.281,0.244,0,0.437,0.728,89.973,67
Kamikaze,13,2SL6oP2YAEQbqsrkOzRGO4,Eminem,Venom - Music From The Motion Picture,spotify:track:2SL6oP2YAEQbqsrkOzRGO4,0.749,0.794,-5.063,0.064,0.0193,0,0.543,0.46,135.959,75
Revival,1,7CcoUAtUcYhUfBsmtn0ajO,Eminem,Walk On Water (feat. Beyoncé),spotify:track:7CcoUAtUcYhUfBsmtn0ajO,0.483,0.439,-10.212,0.238,0.805,0,0.637,0.618,81.986,62
Revival,2,4iTyf5pLZMOR8YrEZgSopo,Eminem,Believe,spotify:track:4iTyf5pLZMOR8YrEZgSopo,0.884,0.492,-5.343,0.112,0.16,0,0.359,0.11,130.072,62
Revival,3,13aKdwvdGjuZDv2OOKyvs7,Eminem,Chloraseptic (feat. Phresher),spotify:track:13aKdwvdGjuZDv2OOKyvs7,0.898,0.753,-6.336,0.275,0.0416,0,0.253,0.414,132.066,52
Revival,4,6IvespQWGW4USXwexlVKDm,Eminem,Untouchable,spotify:track:6IvespQWGW4USXwexlVKDm,0.554,0.887,-3.367,0.503,0.0803,0,0.15,0.648,172.233,52
Revival,5,1cS0TgbR263ey9jn0MwD2s,Eminem,River (feat. Ed Sheeran),spotify:track:1cS0TgbR263ey9jn0MwD2s,0.748,0.749,-5.916,0.516,0.142,0,0.0713,0.659,90.09,76
Revival,6,2tKJpsRSTxmGAe6TKcstR4,Eminem,Remind Me (Intro),spotify:track:2tKJpsRSTxmGAe6TKcstR4,0.596,0.452,-24.656,0.595,0.836,0.000479,0.707,0.491,73.704,5
Revival,7,5uvwJAheJJEkgu88t3Wqf5,Eminem,Remind Me,spotify:track:5uvwJAheJJEkgu88t3Wqf5,0.754,0.869,-3.843,0.303,0.137,0,0.752,0.784,93.77,61
Revival,8,74dQwVKuCx6aDI2BQ7xW92,Eminem,Revival (Interlude),spotify:track:74dQwVKuCx6aDI2BQ7xW92,0.61,0.283,-9.696,0.0286,0.879,1.16E-06,0.293,0.762,99.917,51
Revival,9,2Ie7pnF3ZKNTde30TQWlWx,Eminem,Like Home (feat. Alicia Keys),spotify:track:2Ie7pnF3ZKNTde30TQWlWx,0.78,0.787,-4.581,0.245,0.232,0,0.246,0.258,109.883,56
Revival,10,3GOjD8hwXOxbTF3apTqSqX,Eminem,Bad Husband (feat. X Ambassadors),spotify:track:3GOjD8hwXOxbTF3apTqSqX,0.514,0.72,-5.189,0.322,0.0738,0,0.148,0.478,96.237,60
Revival,11,3xpTHrC1b6dmiLEeM5jO0z,Eminem,Tragic Endings (feat. Skylar Grey),spotify:track:3xpTHrC1b6dmiLEeM5jO0z,0.665,0.769,-5.04,0.249,0.4,0,0.709,0.512,80.971,60
Revival,12,4UTpObwAYO67yymOoCeXwS,Eminem,Framed,spotify:track:4UTpObwAYO67yymOoCeXwS,0.744,0.827,-2.972,0.113,0.0136,0,0.272,0.735,145.972,54
Revival,13,4xs1uoAjiWAEecX9yKGSF6,Eminem,Nowhere Fast (feat. Kehlani),spotify:track:4xs1uoAjiWAEecX9yKGSF6,0.7,0.74,-4.617,0.184,0.254,0,0.0682,0.663,79.015,60
Revival,14,7ntU619k40YVxcRvFNDTNn,Eminem,Heat,spotify:track:7ntU619k40YVxcRvFNDTNn,0.843,0.86,-5.386,0.273,0.172,0,0.31,0.519,99.026,53
Revival,15,6ogACNVtzSJHzqLhzUegaf,Eminem,Offended,spotify:track:6ogACNVtzSJHzqLhzUegaf,0.661,0.865,-4.439,0.362,0.561,0,0.842,0.731,139.731,54
Revival,16,6B2ERbVUDfIiUNXCWhjzFG,Eminem,Need Me (feat. Pink),spotify:track:6B2ERbVUDfIiUNXCWhjzFG,0.695,0.661,-7.2,0.0645,0.00525,0,0.286,0.513,104.979,54
Revival,17,5qykEZTHAcplCLrynoLRnN,Eminem,In Your Head,spotify:track:5qykEZTHAcplCLrynoLRnN,0.647,0.778,-5.257,0.224,0.00164,0,0.389,0.252,82.918,62
Revival,18,0lc70Jh2s1iOMuv9XIEhFy,Eminem,Castle,spotify:track:0lc70Jh2s1iOMuv9XIEhFy,0.612,0.819,-4.592,0.321,0.0274,0.000646,0.0938,0.279,84.977,59
Revival,19,3fYptFSlH8Xs7Uoybytyrm,Eminem,Arose,spotify:track:3fYptFSlH8Xs7Uoybytyrm,0.532,0.906,-6.118,0.446,0.168,0,0.14,0.547,140.684,59
Revival,1,0IrPzoETPYAwuYp0KUSbQz,Eminem,Walk On Water,spotify:track:0IrPzoETPYAwuYp0KUSbQz,0.483,0.439,-10.212,0.238,0.805,0,0.637,0.618,81.986,46
Revival,3,2WgTjvm0YQcMvWok8wmuAe,Eminem,Chloraseptic,spotify:track:2WgTjvm0YQcMvWok8wmuAe,0.898,0.753,-6.336,0.275,0.0416,0,0.253,0.414,132.066,41
Revival,5,5cgcfNRYuyUsn2wWOcFO0j,Eminem,River,spotify:track:5cgcfNRYuyUsn2wWOcFO0j,0.748,0.749,-5.916,0.516,0.142,0,0.0713,0.659,90.09,51
Revival,9,6KJSuUH8wgdpHPA0a3pJI0,Eminem,Like Home,spotify:track:6KJSuUH8wgdpHPA0a3pJI0,0.78,0.787,-4.581,0.245,0.232,0,0.246,0.258,109.883,42
Revival,10,2KEWMwCDnEqY0r3iiCO8U3,Eminem,Bad Husband,spotify:track:2KEWMwCDnEqY0r3iiCO8U3,0.514,0.72,-5.189,0.322,0.0738,0,0.148,0.478,96.237,43
Revival,11,0iw1fXxzNorpcTu74CbK9j,Eminem,Tragic Endings,spotify:track:0iw1fXxzNorpcTu74CbK9j,0.665,0.769,-5.04,0.249,0.4,0,0.709,0.512,80.971,42
Revival,13,43gkpt0eCADWvcTcTisuiH,Eminem,Nowhere Fast,spotify:track:43gkpt0eCADWvcTcTisuiH,0.7,0.74,-4.617,0.184,0.254,0,0.0682,0.663,79.015,42
Revival,16,20gYlGScQn3L9IYtIBRtJR,Eminem,Need Me,spotify:track:20gYlGScQn3L9IYtIBRtJR,0.695,0.661,-7.2,0.0645,0.00525,0,0.286,0.513,104.979,40
Revival,9,5rjwfPBy72CVw6wu7hHIir,Eminem,Like Home (Alicia Keys),spotify:track:5rjwfPBy72CVw6wu7hHIir,0.776,0.786,-4.572,0.24,0.25,0,0.261,0.266,109.871,16
The Marshall Mathers LP2 (Deluxe),1,3IaAYtmN8T0YIYVqnxNnVz,Eminem,Bad Guy,spotify:track:3IaAYtmN8T0YIYVqnxNnVz,0.612,0.797,-3.648,0.448,0.064,0,0.257,0.358,81.086,60
The Marshall Mathers LP2 (Deluxe),2,7BneCfYRPXAJsEXRdVzEfV,Eminem,Parking Lot - Skit,spotify:track:7BneCfYRPXAJsEXRdVzEfV,0.425,0.83,-8.808,0.366,0.528,0.0383,0.785,0.126,141.179,46
The Marshall Mathers LP2 (Deluxe),3,45JxylFwaThjLsRBuzcfoL,Eminem,Rhyme Or Reason,spotify:track:45JxylFwaThjLsRBuzcfoL,0.845,0.835,-3.814,0.241,0.129,0,0.0552,0.6,116.927,54
The Marshall Mathers LP2 (Deluxe),4,6dJRP4pXk4SOzWfhfHL3Or,Eminem,So Much Better,spotify:track:6dJRP4pXk4SOzWfhfHL3Or,0.719,0.858,-1.366,0.25,0.252,0,0.628,0.616,84.497,53
The Marshall Mathers LP2 (Deluxe),5,3stOygN0I7CIvkEB2LJGbv,Eminem,Survival,spotify:track:3stOygN0I7CIvkEB2LJGbv,0.459,0.899,-2.978,0.21,0.0038,0,0.126,0.437,176.384,66
The Marshall Mathers LP2 (Deluxe),6,1mavQ4WCzXSeL2Dm5DS4GQ,Eminem,Legacy,spotify:track:1mavQ4WCzXSeL2Dm5DS4GQ,0.664,0.899,-3.711,0.474,0.276,0,0.197,0.534,164.125,64
The Marshall Mathers LP2 (Deluxe),7,0OOv1XGVVzUgTIzomIHfR0,Eminem,Asshole,spotify:track:0OOv1XGVVzUgTIzomIHfR0,0.534,0.906,-2.316,0.349,0.471,0,0.782,0.499,174.058,53
The Marshall Mathers LP2 (Deluxe),8,6Xk7PnitV9jCRorWt2LiVZ,Eminem,Berzerk,spotify:track:6Xk7PnitV9jCRorWt2LiVZ,0.739,0.872,-4.059,0.333,0.0217,0,0.26,0.684,95.084,67
The Marshall Mathers LP2 (Deluxe),9,6or1bKJiZ06IlK0vFvY75k,Eminem,Rap God,spotify:track:6or1bKJiZ06IlK0vFvY75k,0.708,0.843,-2.66,0.314,0.397,0,0.799,0.625,148.14,77
The Marshall Mathers LP2 (Deluxe),10,5k7wy2Ek7y6kSQ4fER7w0E,Eminem,Brainless,spotify:track:5k7wy2Ek7y6kSQ4fER7w0E,0.7,0.935,-1.449,0.385,0.186,0,0.323,0.589,172.092,54
The Marshall Mathers LP2 (Deluxe),11,6MtI49ggHHumUTONlvMQlq,Eminem,Stronger Than I Was,spotify:track:6MtI49ggHHumUTONlvMQlq,0.781,0.602,-5.426,0.107,0.121,0,0.148,0.324,121.998,55
The Marshall Mathers LP2 (Deluxe),13,0nzsCN9rtXdugPoiIT49Kj,Eminem,So Far...,spotify:track:0nzsCN9rtXdugPoiIT49Kj,0.852,0.934,-3.497,0.365,0.202,0,0.223,0.708,98.016,53
The Marshall Mathers LP2 (Deluxe),14,0iMN420Q45isZVNlAqzPTW,Eminem,Love Game,spotify:track:0iMN420Q45isZVNlAqzPTW,0.766,0.941,-2.546,0.18,0.359,0,0.585,0.707,105.519,55
The Marshall Mathers LP2 (Deluxe),15,222dTwr5XeEgAzEtsrQA0R,Eminem,Headlights,spotify:track:222dTwr5XeEgAzEtsrQA0R,0.688,0.782,-3.683,0.158,0.152,0,0.803,0.453,146.324,62
The Marshall Mathers LP2 (Deluxe),16,3E1BkJEsRK7VsSNzijilGm,Eminem,Evil Twin,spotify:track:3E1BkJEsRK7VsSNzijilGm,0.648,0.91,-4.762,0.363,0.0529,0,0.0834,0.783,83.091,50
The Marshall Mathers LP2 (Deluxe),17,5sGzBBWPe4YC2YoW7lBYph,Eminem,Baby,spotify:track:5sGzBBWPe4YC2YoW7lBYph,0.777,0.89,-5.066,0.343,0.581,0,0.108,0.829,93.861,49
The Marshall Mathers LP2 (Deluxe),18,01zPnSlKCw9WLbY0kvNep0,Eminem,Desperation,spotify:track:01zPnSlKCw9WLbY0kvNep0,0.709,0.923,-2.449,0.248,0.176,0,0.065,0.662,143.992,50
The Marshall Mathers LP2 (Deluxe),19,3fCRPhzGYSd4y6K1qjFcIp,Eminem,Groundhog Day,spotify:track:3fCRPhzGYSd4y6K1qjFcIp,0.732,0.791,-1.865,0.24,0.322,0,0.71,0.56,81.972,49
The Marshall Mathers LP2 (Deluxe),20,7hiBhOh4s8G0xmGYBAjyuw,Eminem,Beautiful Pain,spotify:track:7hiBhOh4s8G0xmGYBAjyuw,0.685,0.815,-4.494,0.459,0.0616,0,0.154,0.4,165.369,63
The Marshall Mathers LP2 (Deluxe),21,4dfAUJI1QesmK5HfK9gtYs,Eminem,Wicked Ways,spotify:track:4dfAUJI1QesmK5HfK9gtYs,0.714,0.787,-6.769,0.401,0.0497,0,0.58,0.131,138.017,54
The Marshall Mathers LP2,12,48RrDBpOSSl1aLVCalGl5C,Eminem,The Monster,spotify:track:48RrDBpOSSl1aLVCalGl5C,0.781,0.853,-3.68,0.0715,0.0525,0,0.12,0.624,110.049,74
The Marshall Mathers LP2,16,52va9ph4XRXBL2Fwx7aAmX,Eminem,Evil Twin - Skit,spotify:track:52va9ph4XRXBL2Fwx7aAmX,0.593,0.939,-5.844,0.671,0.0707,0,0.605,0.452,83.182,36
The Marshall Mathers LP2,2,7HEeU7ECqEdhkWsj3YG84D,Eminem,Parking Lot (skit),spotify:track:7HEeU7ECqEdhkWsj3YG84D,0.423,0.781,-9.847,0.288,0.485,0.0532,0.734,0.136,139.822,12
The Marshall Mathers LP2,7,3qaBnyHkYe8ArxBxkr8iDc,Eminem,*******,spotify:track:3qaBnyHkYe8ArxBxkr8iDc,0.527,0.914,-2.357,0.359,0.459,0,0.67,0.506,174.138,28
Recovery (Deluxe Edition),18,3IBTGsmuJgXVycUjSd5bqC,Eminem,Ridaz,spotify:track:3IBTGsmuJgXVycUjSd5bqC,0.761,0.805,-2.019,0.13,0.0239,0,0.0727,0.864,170.013,4
Recovery (Deluxe Edition),19,6gcf35iD13scfJWRzOZ9s2,Eminem,Session One,spotify:track:6gcf35iD13scfJWRzOZ9s2,0.447,0.946,-3.506,0.356,0.182,0,0.352,0.573,175.455,4
Recovery,1,3Tj1luJyKPQt7WbrqpJ2Az,Eminem,Cold Wind Blows,spotify:track:3Tj1luJyKPQt7WbrqpJ2Az,0.619,0.972,-0.517,0.416,0.13,0,0.782,0.584,169.04,61
Recovery,2,66h8hB4In6t725WtAPL23J,Eminem,Talkin’ 2 Myself,spotify:track:66h8hB4In6t725WtAPL23J,0.421,0.963,-2.16,0.415,0.0819,0,0.5,0.494,180.336,59
Recovery,3,6HLZaECJKDjNE0jiGBeqxz,Eminem,On Fire,spotify:track:6HLZaECJKDjNE0jiGBeqxz,0.724,0.909,-4.349,0.287,0.101,0,0.415,0.558,91.904,56
Recovery,4,7kNlRLC9PEH8nXMVawssMx,Eminem,Won't Back Down,spotify:track:7kNlRLC9PEH8nXMVawssMx,0.478,0.951,-2.347,0.19,0.0133,2.21E-06,0.0533,0.338,179.978,60
Recovery,5,1ne7JVHEPnoncXzQunQVKW,Eminem,W.T.P.,spotify:track:1ne7JVHEPnoncXzQunQVKW,0.77,0.937,-2.327,0.247,0.0319,0,0.348,0.685,95.011,60
Recovery,6,0ZqWBTU1EkdVPAMwQgfKiv,Eminem,Going Through Changes,spotify:track:0ZqWBTU1EkdVPAMwQgfKiv,0.693,0.899,-4.084,0.259,0.0197,0,0.0594,0.319,86.048,59
Recovery,7,7Ie9W94M7OjPoZVV216Xus,Eminem,Not Afraid,spotify:track:7Ie9W94M7OjPoZVV216Xus,0.855,0.954,-1.19,0.264,0.529,0,0.205,0.668,114.635,78
Recovery,8,2V7NoXGv2VDnLeTM7w8SFd,Eminem,Seduction,spotify:track:2V7NoXGv2VDnLeTM7w8SFd,0.628,0.847,-4.386,0.387,0.124,0,0.652,0.504,78.031,57
Recovery,9,7bHT9osSq1rwT2yaImzqCi,Eminem,No Love,spotify:track:7bHT9osSq1rwT2yaImzqCi,0.522,0.932,-2.87,0.255,0.119,0,0.177,0.33,129.473,69
Recovery,10,0sHW1jXe6Sou3437gJQNGA,Eminem,Space Bound,spotify:track:0sHW1jXe6Sou3437gJQNGA,0.668,0.886,-3.474,0.117,0.0417,0,0.459,0.503,142.002,69
Recovery,11,4SE4yewyGpOYfxfx59Yjc5,Eminem,Cinderella Man,spotify:track:4SE4yewyGpOYfxfx59Yjc5,0.679,0.908,-3.411,0.202,0.234,0,0.0821,0.687,85.918,69
Recovery,12,0dyWQoMOU9oERL6c9vxtRp,Eminem,25 To Life,spotify:track:0dyWQoMOU9oERL6c9vxtRp,0.701,0.931,-0.945,0.243,0.239,0,0.194,0.362,79.996,64
Recovery,13,5Ve4qBYAThGLTOva0hhoTa,Eminem,So Bad,spotify:track:5Ve4qBYAThGLTOva0hhoTa,0.773,0.811,0.496,0.0882,0.304,0,0.174,0.774,81.037,59
Recovery,14,0ANExk8Iu85oqCgk82rG64,Eminem,Almost Famous,spotify:track:0ANExk8Iu85oqCgk82rG64,0.537,0.961,-1.498,0.295,0.0253,0,0.332,0.487,82.44,56
Recovery,15,15JINEqzVMv3SvJTAXAKED,Eminem,Love The Way You Lie,spotify:track:15JINEqzVMv3SvJTAXAKED,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,80
Recovery,16,1v54pVfqtSC7KbTu2C2pnM,Eminem,You’re Never Over,spotify:track:1v54pVfqtSC7KbTu2C2pnM,0.691,0.96,-1.616,0.198,0.0193,0,0.0626,0.645,157.02,55
Recovery,17,44ut2KJnt0HQMnUaMlDv9W,Eminem,Untitled,spotify:track:44ut2KJnt0HQMnUaMlDv9W,0.857,0.841,-2.839,0.103,0.34,0,0.161,0.74,112.023,55
k bye for now (swt live),1,5SyCD1ic378B4rYWhDmuvo,Ariana Grande,raindrops (an angel cried) - live,spotify:track:5SyCD1ic378B4rYWhDmuvo,0.239,0.408,-13.623,0.06,0.884,0.0318,0.68,0.161,72.138,56
k bye for now (swt live),2,67kQ3UW7saqCFqB54BVKKI,Ariana Grande,god is a woman - live,spotify:track:67kQ3UW7saqCFqB54BVKKI,0.498,0.836,-5.224,0.0669,0.158,6.59E-06,0.971,0.279,144.882,59
k bye for now (swt live),3,12s87E3EVHMYZQyr9mXsUi,Ariana Grande,bad idea - live,spotify:track:12s87E3EVHMYZQyr9mXsUi,0.674,0.816,-4.387,0.0416,0.0392,1.56E-05,0.342,0.501,137.976,57
k bye for now (swt live),4,56feSEETtLwNjY5Xz8XbKI,Ariana Grande,"break up with your girlfriend, i'm bored - live",spotify:track:56feSEETtLwNjY5Xz8XbKI,0.593,0.737,-5.102,0.0475,0.0162,1.55E-05,0.975,0.238,84.87,57
k bye for now (swt live),5,2I2HYr4FLb6LPfdgcKxK2J,Ariana Grande,r.e.m - live,spotify:track:2I2HYr4FLb6LPfdgcKxK2J,0.705,0.554,-9.628,0.0551,0.321,9.26E-06,0.978,0.611,80.042,56
k bye for now (swt live),6,4OR2KU2qCnREBsSwwJ4PBn,Ariana Grande,be alright - live,spotify:track:4OR2KU2qCnREBsSwwJ4PBn,0.713,0.707,-5.947,0.0403,0.155,2.12E-06,0.956,0.366,112.929,56
k bye for now (swt live),7,1Bvxlmt3CtZTyls2IJQ38T,Ariana Grande,sweetener - live,spotify:track:1Bvxlmt3CtZTyls2IJQ38T,0.655,0.7,-4.242,0.0789,0.158,1.25E-06,0.877,0.529,119.835,55
k bye for now (swt live),8,7bfnkOya2SV8LLTsYmRQJR,Ariana Grande,successful - live,spotify:track:7bfnkOya2SV8LLTsYmRQJR,0.758,0.883,-3.989,0.0608,0.0879,3.54E-05,0.24,0.736,114.021,55
k bye for now (swt live),9,1FYLqciy2MckeKgTvOCawO,Ariana Grande,side to side - live,spotify:track:1FYLqciy2MckeKgTvOCawO,0.515,0.865,-4.065,0.161,0.0251,5.59E-05,0.971,0.372,158.053,56
k bye for now (swt live),10,6va6SjWz457IOZidBppAhz,Ariana Grande,7 rings - live,spotify:track:6va6SjWz457IOZidBppAhz,0.443,0.739,-6.509,0.209,0.226,0.000378,0.961,0.146,139.829,57
k bye for now (swt live),11,6Q4JJnjX00q8O10OliHhjS,Ariana Grande,love me harder - live,spotify:track:6Q4JJnjX00q8O10OliHhjS,0.448,0.71,-5.095,0.0578,0.196,0,0.638,0.273,104.024,55
k bye for now (swt live),12,1edP751qQSUaA1vo7Hva3w,Ariana Grande,breathin - live,spotify:track:1edP751qQSUaA1vo7Hva3w,0.322,0.874,-2.893,0.2,0.0454,2.27E-06,0.945,0.171,98.089,57
k bye for now (swt live),13,1IVnvJN9oC3pDYv9qpAnj7,Ariana Grande,needy - live,spotify:track:1IVnvJN9oC3pDYv9qpAnj7,0.317,0.474,-6.314,0.0661,0.699,0,0.945,0.318,76.592,56
k bye for now (swt live),14,5BYts42mYfuullBbELoaEV,Ariana Grande,fake smile - live,spotify:track:5BYts42mYfuullBbELoaEV,0.395,0.735,-4.559,0.226,0.109,1.66E-06,0.353,0.177,83.143,55
k bye for now (swt live),15,1TCEZgYrPjc2G5sBYJciuq,Ariana Grande,make up - live,spotify:track:1TCEZgYrPjc2G5sBYJciuq,0.717,0.768,-4.554,0.137,0.145,4.30E-06,0.0741,0.472,104.973,54
k bye for now (swt live),16,7MjS7SoRzn8VXajFdV3t04,Ariana Grande,right there - live,spotify:track:7MjS7SoRzn8VXajFdV3t04,0.613,0.802,-4.473,0.171,0.0407,0,0.92,0.271,79.514,54
k bye for now (swt live),17,6FmBKZxA3K1Ycr9spEeI15,Ariana Grande,you'll never know - live,spotify:track:6FmBKZxA3K1Ycr9spEeI15,0.767,0.92,-3.445,0.0997,0.0673,1.96E-06,0.375,0.598,104.9,54
k bye for now (swt live),18,1qfOSlQohddqAOGl3f8snd,Ariana Grande,break your heart right back - live,spotify:track:1qfOSlQohddqAOGl3f8snd,0.743,0.85,-4.686,0.0595,0.0501,0,0.942,0.657,98.026,54
k bye for now (swt live),19,4jkikgyrlBMR4Fj3d1s4jT,Ariana Grande,nasa - live,spotify:track:4jkikgyrlBMR4Fj3d1s4jT,0.648,0.621,-5.831,0.179,0.207,2.73E-05,0.918,0.371,76.002,56
