album,track_number,id,artist,name,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity
SAVE ME,2,4lrSsZ9nRgkrHXekhM8Fy0,Drake,St. Lucia,spotify:track:4lrSsZ9nRgkrHXekhM8Fy0,0.558,0.703,-5.735,0.342,0.00846,0,0.112,0.305,146.426,47
SAVE ME,3,4ANFPo7dzs2DdPuONXC9bp,Drake,Please Tell Me,spotify:track:4ANFPo7dzs2DdPuONXC9bp,0.881,0.549,-5.589,0.272,0.0091,0,0.137,0.202,144.019,53
SAVE ME,4,3TirmOKwMAD738H0DOVrB9,Drake,Shotgun,spotify:track:3TirmOKwMAD738H0DOVrB9,0.728,0.694,-4.499,0.206,0.313,0,0.316,0.443,127.958,49
SAVE ME,5,2QEnZJ8FwpBoyLKcFcgceT,Drake,Government Official,spotify:track:2QEnZJ8FwpBoyLKcFcgceT,0.801,0.774,-5.125,0.157,0.0365,3.03E-06,0.114,0.321,144.988,55
SAVE ME,6,6z6YV7ANb27fmra1O3wAOD,Drake,Extra,spotify:track:6z6YV7ANb27fmra1O3wAOD,0.668,0.47,-8.059,0.0941,0.294,3.92E-06,0.149,0.173,105.902,48
SAVE ME,7,6voLIzmNKZ9ZN53rQ4yQn1,Drake,Love Thy Enemies,spotify:track:6voLIzmNKZ9ZN53rQ4yQn1,0.5,0.402,-9.292,0.0444,0.79,6.77E-05,0.123,0.268,99.925,48
Future Hndrxx Presents: The WIZRD,1,1AGPmw3QJBNfOK6XioDhZp,Drake,Never Stop,spotify:track:1AGPmw3QJBNfOK6XioDhZp,0.571,0.556,-5.857,0.223,0.0662,0.000149,0.137,0.0762,155.465,54
Future Hndrxx Presents: The WIZRD,2,1I3ZAmPmbFV78oNKnibOiW,Drake,Jumpin on a Jet,spotify:track:1I3ZAmPmbFV78oNKnibOiW,0.824,0.595,-6.346,0.091,0.0571,3.70E-06,0.0876,0.157,140.039,57
Future Hndrxx Presents: The WIZRD,3,4HfaOznGhHYWqPtpLYz2PB,Drake,Rocket Ship,spotify:track:4HfaOznGhHYWqPtpLYz2PB,0.953,0.38,-4.941,0.261,0.00957,0,0.127,0.128,133.941,55
Future Hndrxx Presents: The WIZRD,4,2gXOzCwbVXACCaYRj4Qrep,Drake,Temptation,spotify:track:2gXOzCwbVXACCaYRj4Qrep,0.66,0.55,-6.744,0.184,0.164,0.000204,0.199,0.299,130.004,51
Future Hndrxx Presents: The WIZRD,5,7wcyO1rrH3Ru4t659IjG41,Drake,Crushed Up,spotify:track:7wcyO1rrH3Ru4t659IjG41,0.781,0.597,-6.794,0.23,0.0415,0,0.152,0.544,158.043,66
Future Hndrxx Presents: The WIZRD,6,5YP6yKgGGsXKukqxXypVAf,Drake,F&N,spotify:track:5YP6yKgGGsXKukqxXypVAf,0.728,0.628,-4.766,0.191,0.01,6.53E-05,0.0735,0.393,160.94,57
Future Hndrxx Presents: The WIZRD,7,1WlU4jsJ8AoTB96dgd8LJA,Drake,Call the Coroner,spotify:track:1WlU4jsJ8AoTB96dgd8LJA,0.853,0.805,-3.331,0.202,0.146,0.0515,0.204,0.879,134.55,51
Future Hndrxx Presents: The WIZRD,8,2aR4gdgyCgacqHGqUZ91YS,Drake,Talk Shit Like a Preacher,spotify:track:2aR4gdgyCgacqHGqUZ91YS,0.878,0.452,-8.695,0.496,0.00728,0.000423,0.107,0.425,154.035,52
Future Hndrxx Presents: The WIZRD,9,7EB2UpfRbS4QVjZQlKLi3Z,Drake,Promise U That,spotify:track:7EB2UpfRbS4QVjZQlKLi3Z,0.638,0.568,-6.579,0.159,0.338,0,0.487,0.446,127.806,51
Future Hndrxx Presents: The WIZRD,10,0F7FlaQBiyNkV8iakTocsW,Drake,Stick to the Models,spotify:track:0F7FlaQBiyNkV8iakTocsW,0.813,0.543,-6.555,0.211,0.088,7.42E-06,0.112,0.165,137.986,52
Future Hndrxx Presents: The WIZRD,11,5OUHuypXfqeKaHNO44ojio,Drake,Overdose,spotify:track:5OUHuypXfqeKaHNO44ojio,0.731,0.706,-4.958,0.417,0.0382,2.41E-05,0.636,0.384,153.074,45
Future Hndrxx Presents: The WIZRD,12,465mhRDuwxjrJ61UrvRvrZ,Drake,Krazy but True,spotify:track:465mhRDuwxjrJ61UrvRvrZ,0.738,0.499,-7.456,0.428,0.0545,0,0.14,0.314,73.152,49
Future Hndrxx Presents: The WIZRD,13,5FWyHjKMW85oZoqgG1zD9b,Drake,Servin Killa Kam,spotify:track:5FWyHjKMW85oZoqgG1zD9b,0.847,0.661,-4.614,0.0548,0.000807,0.00126,0.104,0.184,143.979,48
Future Hndrxx Presents: The WIZRD,14,01sjbEk3X7KNXFvXXXN5MY,Drake,Baptiize,spotify:track:01sjbEk3X7KNXFvXXXN5MY,0.648,0.581,-6.958,0.315,0.108,0,0.496,0.235,153.947,47
Future Hndrxx Presents: The WIZRD,15,2U3LJfQB0ALLxC7Yy0QW7l,Drake,Unicorn Purp (feat. Young Thug & Gunna),spotify:track:2U3LJfQB0ALLxC7Yy0QW7l,0.833,0.761,-4.905,0.195,0.0158,1.41E-06,0.161,0.377,134.047,52
Future Hndrxx Presents: The WIZRD,16,6QFzUXTIZXOLesQcgmGOsR,Drake,Goin Dummi,spotify:track:6QFzUXTIZXOLesQcgmGOsR,0.888,0.665,-7.055,0.093,0.0151,0,0.219,0.568,78.021,51
Future Hndrxx Presents: The WIZRD,17,3WRIaWsws011vHMd9uzPjG,Drake,First Off (feat. Travis Scott),spotify:track:3WRIaWsws011vHMd9uzPjG,0.734,0.683,-6.105,0.0776,0.013,0,0.28,0.445,162.038,67
Future Hndrxx Presents: The WIZRD,18,5R2pz8i4k4bvRAqiIFXzKz,Drake,Faceshot,spotify:track:5R2pz8i4k4bvRAqiIFXzKz,0.802,0.833,-4.234,0.0832,0.00772,0,0.346,0.132,165.97,48
Future Hndrxx Presents: The WIZRD,19,0SCEdR34DyPTgNWvho3zLF,Drake,Ain't Coming Back,spotify:track:0SCEdR34DyPTgNWvho3zLF,0.675,0.747,-4.46,0.0741,0.00738,0,0.121,0.255,152.928,46
Future Hndrxx Presents: The WIZRD,20,2HEsewd9dzzLg4751JIS4p,Drake,Tricks on Me,spotify:track:2HEsewd9dzzLg4751JIS4p,0.7,0.742,-5.233,0.347,0.435,0,0.092,0.635,140.172,47
Future Hndrxx Presents: The WIZRD,8,5vGFLdO7rKYrjA5VUG2ZFK,Drake,Talk Sh*t Like a Preacher,spotify:track:5vGFLdO7rKYrjA5VUG2ZFK,0.882,0.429,-8.919,0.5,0.00579,0.000417,0.105,0.36,154.036,0
Future & Juice WRLD Present... WRLD ON DRUGS,1,2OsDoAzo5SGq10qwmKSQBv,Drake,Jet Lag (feat. Young Scooter),spotify:track:2OsDoAzo5SGq10qwmKSQBv,0.81,0.458,-7.495,0.105,0.266,0,0.174,0.493,125.049,65
Future & Juice WRLD Present... WRLD ON DRUGS,2,2vs5ubqg8QUbfyWZpMfvWe,Drake,Astronauts,spotify:track:2vs5ubqg8QUbfyWZpMfvWe,0.732,0.586,-7.868,0.232,0.0402,2.66E-06,0.121,0.73,76.48,63
Future & Juice WRLD Present... WRLD ON DRUGS,3,5274I4mUMnYczyeXkGDWZN,Drake,Fine China,spotify:track:5274I4mUMnYczyeXkGDWZN,0.656,0.542,-7.358,0.323,0.0484,0,0.126,0.551,166.111,78
Future & Juice WRLD Present... WRLD ON DRUGS,4,3fFBZvG777xoKyvcrBq7lc,Drake,Red Bentley (feat. Young Thug),spotify:track:3fFBZvG777xoKyvcrBq7lc,0.903,0.609,-7.555,0.237,0.0301,1.61E-05,0.179,0.268,149.991,59
Future & Juice WRLD Present... WRLD ON DRUGS,5,2EhJijFUs0WUmNClDBpYJq,Drake,Make It Back,spotify:track:2EhJijFUs0WUmNClDBpYJq,0.75,0.387,-10.123,0.487,0.122,0,0.0993,0.739,143.019,64
Future & Juice WRLD Present... WRLD ON DRUGS,6,0nWMTq3fBceV1uZlhFn6of,Drake,Oxy (feat. Lil Wayne),spotify:track:0nWMTq3fBceV1uZlhFn6of,0.811,0.526,-7.003,0.161,0.00779,0.0642,0.13,0.248,149.954,59
Future & Juice WRLD Present... WRLD ON DRUGS,7,1hHe7cirScEJWgAS0JFqTL,Drake,7 Am Freestyle,spotify:track:1hHe7cirScEJWgAS0JFqTL,0.951,0.401,-8.92,0.411,0.0185,0,0.149,0.539,129.976,62
Future & Juice WRLD Present... WRLD ON DRUGS,8,3thLnNvO9IctWoccbsZyJV,Drake,Different (feat. Yung Bans),spotify:track:3thLnNvO9IctWoccbsZyJV,0.456,0.516,-10.512,0.459,0.098,0,0.115,0.684,77.058,59
Future & Juice WRLD Present... WRLD ON DRUGS,9,5ExHDzOoOhC4xZGPh9zyQZ,Drake,Shorty,spotify:track:5ExHDzOoOhC4xZGPh9zyQZ,0.795,0.386,-10.638,0.18,0.245,0,0.0973,0.619,131.971,62
Future & Juice WRLD Present... WRLD ON DRUGS,10,4VMiNOpnjRwSCwmHaUfOMM,Drake,Realer N Realer,spotify:track:4VMiNOpnjRwSCwmHaUfOMM,0.73,0.465,-6.29,0.278,0.0117,0,0.28,0.367,148.028,66
Future & Juice WRLD Present... WRLD ON DRUGS,11,7L95O7D34EWhwtDCQkwGMR,Drake,No Issue,spotify:track:7L95O7D34EWhwtDCQkwGMR,0.818,0.443,-11.444,0.404,0.114,0,0.412,0.722,74.491,61
Future & Juice WRLD Present... WRLD ON DRUGS,12,3xBHLZwRfi0fjO9euaj5zf,Drake,WRLD On Drugs,spotify:track:3xBHLZwRfi0fjO9euaj5zf,0.819,0.719,-8.084,0.168,0.0172,1.11E-05,0.107,0.575,149.97,61
Future & Juice WRLD Present... WRLD ON DRUGS,13,4hEbkVAl2qRs8vZy03tsDi,Drake,Afterlife,spotify:track:4hEbkVAl2qRs8vZy03tsDi,0.577,0.488,-8.252,0.418,0.0895,1.10E-05,0.103,0.115,108.238,59
Future & Juice WRLD Present... WRLD ON DRUGS,14,0JR7iZZ6Ql79sXW3rbiS3F,Drake,Ain't Livin Right (feat. Gunna),spotify:track:0JR7iZZ6Ql79sXW3rbiS3F,0.755,0.503,-8.06,0.206,0.0492,0,0.226,0.524,142.011,61
Future & Juice WRLD Present... WRLD ON DRUGS,15,2MfcvcvWSUkstTDZXYIakq,Drake,Transformer (feat. Nicki Minaj),spotify:track:2MfcvcvWSUkstTDZXYIakq,0.753,0.616,-7.34,0.165,0.00151,7.10E-06,0.291,0.287,156.83,59
Future & Juice WRLD Present... WRLD ON DRUGS,16,6gzIcEUuswJQGfJNPYMjjv,Drake,Hard Work Pays Off,spotify:track:6gzIcEUuswJQGfJNPYMjjv,0.736,0.482,-8.242,0.196,0.327,0,0.229,0.608,140.064,71
BEASTMODE 2,1,6WlxcZKpEV6Bwe9InoVhMp,Drake,WIFI LIT,spotify:track:6WlxcZKpEV6Bwe9InoVhMp,0.884,0.579,-6.847,0.299,0.064,2.38E-06,0.182,0.313,144.973,53
BEASTMODE 2,2,5UVNjOSh27encRBqTpBWup,Drake,CUDDLE MY WRIST,spotify:track:5UVNjOSh27encRBqTpBWup,0.903,0.503,-9.188,0.335,0.0744,2.09E-05,0.125,0.203,125,50
BEASTMODE 2,3,4lc61NBCDzy2srBHDQeTfN,Drake,RACKS BLUE,spotify:track:4lc61NBCDzy2srBHDQeTfN,0.868,0.548,-7.864,0.171,0.233,2.67E-06,0.181,0.557,139.999,50
BEASTMODE 2,4,7MywASx2OFZngfoORjo1yy,Drake,31 DAYS,spotify:track:7MywASx2OFZngfoORjo1yy,0.875,0.644,-6.554,0.222,0.267,0,0.125,0.788,139.086,52
BEASTMODE 2,5,3AALcuKu2uN5VChEChnD7v,Drake,RED LIGHT,spotify:track:3AALcuKu2uN5VChEChnD7v,0.569,0.573,-6.286,0.215,0.0682,0,0.126,0.326,150.295,45
BEASTMODE 2,6,0U06Yqe0nkkJlptlr7O4uO,Drake,DOH DOH (feat. Young Scooter),spotify:track:0U06Yqe0nkkJlptlr7O4uO,0.892,0.66,-8.12,0.127,0.0321,2.70E-05,0.185,0.662,155.955,45
BEASTMODE 2,7,7JrAZVBsIxO42bLi9HnRYp,Drake,WHEN I THINK ABOUT IT,spotify:track:7JrAZVBsIxO42bLi9HnRYp,0.523,0.665,-6.534,0.151,0.134,0,0.138,0.506,155.073,44
BEASTMODE 2,8,5sT2yQrTJbs0aubnGwuuiw,Drake,SOME MORE,spotify:track:5sT2yQrTJbs0aubnGwuuiw,0.919,0.442,-7.948,0.155,0.493,0,0.233,0.485,110.032,47
BEASTMODE 2,9,4pXiV088jJbJzQgU9XcZXQ,Drake,HATE THE REAL ME,spotify:track:4pXiV088jJbJzQgU9XcZXQ,0.71,0.553,-6.795,0.0602,0.0859,0,0.142,0.143,142.984,46
SUPERFLY (Original Motion Picture Soundtrack),1,0rdmYZpqudklj3mhejRH1v,Drake,If You Want It (Sleepy Brown feat. Scar),spotify:track:0rdmYZpqudklj3mhejRH1v,0.645,0.785,-6.868,0.0353,0.0175,5.61E-06,0.0898,0.569,110.994,31
SUPERFLY (Original Motion Picture Soundtrack),2,5BojMTUzwug3YQ21nThLhv,Drake,What's Up With That (Future feat. 21 Savage),spotify:track:5BojMTUzwug3YQ21nThLhv,0.841,0.824,-6.242,0.243,0.0691,0.000126,0.192,0.653,152.068,43
SUPERFLY (Original Motion Picture Soundtrack),3,2txxneWmDggnj8J0IlA4ZF,Drake,No Shame (Future feat. PARTYNEXTDOOR),spotify:track:2txxneWmDggnj8J0IlA4ZF,0.362,0.755,-7.187,0.311,0.162,0,0.342,0.236,173.719,45
SUPERFLY (Original Motion Picture Soundtrack),4,5r0J5io1my6Am0jmFV94OV,Drake,Walk On Minks (Future),spotify:track:5r0J5io1my6Am0jmFV94OV,0.75,0.794,-6.539,0.168,0.0213,0,0.359,0.645,129.993,42
SUPERFLY (Original Motion Picture Soundtrack),5,15oK0dIiG9xeYU8gk2DB4m,Drake,Tie My Shoes (Future feat. Young Thug),spotify:track:15oK0dIiG9xeYU8gk2DB4m,0.884,0.896,-4.669,0.131,0.0303,7.23E-05,0.0913,0.711,149.021,36
SUPERFLY (Original Motion Picture Soundtrack),6,1PxxpjnzU4miVn1ULHlo8L,Drake,Stains (Future),spotify:track:1PxxpjnzU4miVn1ULHlo8L,0.885,0.713,-4.853,0.261,0.0278,0.000318,0.154,0.275,148.058,38
SUPERFLY (Original Motion Picture Soundtrack),7,0TBHAzNgH8aMmJBtpzfMfj,Drake,Show My Chain Some Love (Future feat. Young Thug),spotify:track:0TBHAzNgH8aMmJBtpzfMfj,0.758,0.765,-5.067,0.117,0.0445,1.08E-05,0.0999,0.448,139.993,37
SUPERFLY (Original Motion Picture Soundtrack),8,2OaNdSbmHAgrSEfRd3czAK,Drake,R.A.N. (Miguel),spotify:track:2OaNdSbmHAgrSEfRd3czAK,0.538,0.626,-8.272,0.0455,0.115,1.00E-05,0.137,0.241,132.908,41
SUPERFLY (Original Motion Picture Soundtrack),9,0XUHYxHOOctkSXReILAaJV,Drake,This Way (Khalid x H.E.R.),spotify:track:0XUHYxHOOctkSXReILAaJV,0.62,0.282,-10.533,0.0464,0.694,0,0.119,0.193,124.609,45
SUPERFLY (Original Motion Picture Soundtrack),10,09rpYKV7YcVTl4vzQgQjYG,Drake,Bag (Future feat. Yung Bans),spotify:track:09rpYKV7YcVTl4vzQgQjYG,0.857,0.457,-8.939,0.297,0.0811,0,0.191,0.616,132.01,43
SUPERFLY (Original Motion Picture Soundtrack),11,6dAxsn3aP6EBo3oJDN8mL4,Drake,Drive Itself (Future feat. Lil Wayne),spotify:track:6dAxsn3aP6EBo3oJDN8mL4,0.831,0.604,-6.08,0.251,0.018,0,0.283,0.141,142.985,37
SUPERFLY (Original Motion Picture Soundtrack),12,0urHaAHTNeprwQuj4QzY1Q,Drake,Money Train (Future feat. Young Thug & Gunna),spotify:track:0urHaAHTNeprwQuj4QzY1Q,0.862,0.763,-4.936,0.183,0.0413,1.21E-05,0.135,0.691,150.029,41
SUPERFLY (Original Motion Picture Soundtrack),13,3Bbx1UN5T0KH9uasjSSZ2q,Drake,Nowhere (Future),spotify:track:3Bbx1UN5T0KH9uasjSSZ2q,0.817,0.493,-5.09,0.134,0.0813,2.42E-06,0.114,0.227,137.104,38
SUPERFLY (Original Motion Picture Soundtrack),1,4PyEyFo5PyPQXf6FputONC,Drake,Trappin' So Hard (Rich The Kid & Rico Love),spotify:track:4PyEyFo5PyPQXf6FputONC,0.867,0.564,-6.815,0.0909,0.215,0,0.112,0.237,109.95,33
SUPERFLY (Original Motion Picture Soundtrack),2,2RC86WM8zX8v1z4QNtZ2sI,Drake,New Goals (French Montana),spotify:track:2RC86WM8zX8v1z4QNtZ2sI,0.8,0.749,-4.548,0.0593,0.112,0,0.334,0.247,115.076,32
SUPERFLY (Original Motion Picture Soundtrack),3,2ld9oNdFAMIiAwyCFd5i9G,Drake,That's How I Grew Up (G Herbo feat. 21 Savage),spotify:track:2ld9oNdFAMIiAwyCFd5i9G,0.787,0.771,-5.964,0.359,0.0372,0,0.329,0.53,74.993,32
SUPERFLY (Original Motion Picture Soundtrack),4,1nBlR1MbfZ1nLrecwVoLXE,Drake,"Rep Yo Click (Lil Jon feat. Bangladesh, Freeway & CyHi The Prynce)",spotify:track:1nBlR1MbfZ1nLrecwVoLXE,0.466,0.774,-5.322,0.235,0.0215,0,0.158,0.536,116.118,33
SUPERFLY (Original Motion Picture Soundtrack),5,4bhu77kvSM5qMzTXAVzsuI,Drake,"Please Forgive (Lecrae, Sean Garrett & Crystal Nicole)",spotify:track:4bhu77kvSM5qMzTXAVzsuI,0.554,0.694,-5.803,0.149,0.476,0,0.0681,0.385,145.986,30
SUPERFLY (Original Motion Picture Soundtrack),6,5Q98gqWkpDY7hfDa3Ho4ch,Drake,Capone Suite (Rick Ross feat. Smif-N-Wessun),spotify:track:5Q98gqWkpDY7hfDa3Ho4ch,0.343,0.883,-5.335,0.315,0.000932,0,0.315,0.554,76.959,30
SUPERFLY (Original Motion Picture Soundtrack),7,28lYNTAmeSis1dZ7cJs6Fw,Drake,Struggles (Future feat. Sleepy Brown),spotify:track:28lYNTAmeSis1dZ7cJs6Fw,0.772,0.456,-9.986,0.0703,0.0858,0,0.224,0.275,129.988,29
SUPERFLY (Original Motion Picture Soundtrack),8,4gxnTpSiGsXZNXlABEQHiL,Drake,Find My Way Out (HoodCelebrityy),spotify:track:4gxnTpSiGsXZNXlABEQHiL,0.749,0.419,-7.562,0.0437,0.0181,7.15E-06,0.0703,0.432,96.977,29
SUPERFLY (Original Motion Picture Soundtrack),9,6CSRySSCq53b6aS4XcKxQq,Drake,La Dueña (A.CHAL),spotify:track:6CSRySSCq53b6aS4XcKxQq,0.89,0.484,-4.896,0.198,0.162,0,0.0698,0.521,139.774,34
SUPERFLY (Original Motion Picture Soundtrack),10,4eVAlCGYvDOsI0jCjdxvBD,Drake,Georgia (Future feat. Young Thug),spotify:track:4eVAlCGYvDOsI0jCjdxvBD,0.639,0.587,-5.329,0.237,0.402,0,0.101,0.379,139.822,34
SUPER SLIMEY,1,06Gyf2pFDVmN5K8XAawG96,Drake,No Cap,spotify:track:06Gyf2pFDVmN5K8XAawG96,0.8,0.523,-6.578,0.107,0.00108,0,0.352,0.379,147.057,56
SUPER SLIMEY,2,4W598w0KcHVG5Nwqk0qMpj,Drake,Three,spotify:track:4W598w0KcHVG5Nwqk0qMpj,0.725,0.692,-5.742,0.257,0.00841,0,0.0912,0.298,169.025,50
SUPER SLIMEY,3,1wWRtPIKD7ZNvtsrzLyTev,Drake,All da Smoke,spotify:track:1wWRtPIKD7ZNvtsrzLyTev,0.893,0.583,-6.862,0.341,0.0265,1.33E-05,0.149,0.115,147,54
SUPER SLIMEY,4,5b06JZjts6dgyyuY1m7roq,Drake,200,spotify:track:5b06JZjts6dgyyuY1m7roq,0.84,0.65,-6.708,0.262,0.00924,0,0.201,0.527,145.972,50
SUPER SLIMEY,5,3C4FUqrrjuvWoHwsumWfIu,Drake,Cruise Ship,spotify:track:3C4FUqrrjuvWoHwsumWfIu,0.793,0.742,-6.185,0.21,0.0107,0,0.119,0.21,150.076,53
SUPER SLIMEY,6,7r6LNJT2LqpLpEyZQJPygt,Drake,Patek Water,spotify:track:7r6LNJT2LqpLpEyZQJPygt,0.86,0.561,-5.757,0.185,0.274,0,0.108,0.354,152.984,60
SUPER SLIMEY,7,3lyeSiAIdLoZUHhV8psOTI,Drake,Feed Me Dope,spotify:track:3lyeSiAIdLoZUHhV8psOTI,0.853,0.688,-6.509,0.296,0.0118,0,0.151,0.565,150.012,55
SUPER SLIMEY,8,2ya9d4B06EQ8Fpj5SSqiTH,Drake,Drip on Me,spotify:track:2ya9d4B06EQ8Fpj5SSqiTH,0.834,0.618,-7.653,0.231,0.00362,2.67E-05,0.126,0.553,135.889,51
SUPER SLIMEY,9,1OwNWr75pNTyhifOTT0uIG,Drake,Real Love,spotify:track:1OwNWr75pNTyhifOTT0uIG,0.75,0.579,-6.256,0.0856,0.0201,6.40E-05,0.219,0.262,145.949,51
SUPER SLIMEY,10,3IJ6BBFLD2I2CH3hHFQj3O,Drake,4 da Gang,spotify:track:3IJ6BBFLD2I2CH3hHFQj3O,0.705,0.474,-7.534,0.355,0.0751,0,0.229,0.179,146.244,53
SUPER SLIMEY,11,0jPLBur1qXRfj3pbuJSX03,Drake,Killed Before,spotify:track:0jPLBur1qXRfj3pbuJSX03,0.697,0.675,-4.688,0.317,0.275,0,0.0767,0.292,158.133,56
SUPER SLIMEY,12,1KF7iLK6wK3hjjtqxjRiym,Drake,Mink Flow,spotify:track:1KF7iLK6wK3hjjtqxjRiym,0.692,0.533,-6.165,0.176,0.00355,0,0.114,0.25,78.902,52
SUPER SLIMEY,13,3kciYQvHGFkQYaZd0m1Pbc,Drake,Group Home,spotify:track:3kciYQvHGFkQYaZd0m1Pbc,0.568,0.609,-7.698,0.279,0.0613,9.11E-06,0.0954,0.396,143.351,50
HNDRXX,2,3mRcWCyteY2133a7xVMrYw,Drake,Comin Out Strong (feat. The Weeknd),spotify:track:3mRcWCyteY2133a7xVMrYw,0.628,0.481,-7.775,0.475,0.29,0,0.118,0.33,108.761,24
HNDRXX,15,2Ce5IyMlVRVvN997ZJjJJA,Drake,Selfish (feat. Rihanna),spotify:track:2Ce5IyMlVRVvN997ZJjJJA,0.415,0.369,-10.044,0.0741,0.0303,7.64E-06,0.383,0.0913,95.746,24
HNDRXX,1,0526DaOuV7mRlPKxhMSJKw,Drake,My Collection,spotify:track:0526DaOuV7mRlPKxhMSJKw,0.697,0.459,-8.498,0.448,0.729,8.35E-06,0.0971,0.409,80.085,53
HNDRXX,2,1B87ZDrD3Pno9hS4stamWO,Drake,Comin Out Strong,spotify:track:1B87ZDrD3Pno9hS4stamWO,0.628,0.481,-7.775,0.475,0.29,0,0.118,0.33,108.761,63
HNDRXX,3,6Mz7ULRwNSCOdut6M3tNs2,Drake,Lookin Exotic,spotify:track:6Mz7ULRwNSCOdut6M3tNs2,0.589,0.63,-5.289,0.0985,0.0601,0,0.102,0.0486,76.494,48
HNDRXX,4,0XarUcoGDMFuooo2tk70Yk,Drake,Damage,spotify:track:0XarUcoGDMFuooo2tk70Yk,0.704,0.682,-5.862,0.307,0.174,0,0.121,0.594,149.988,45
HNDRXX,5,6mxz6tKfJw2RvzdowwDELj,Drake,Use Me,spotify:track:6mxz6tKfJw2RvzdowwDELj,0.573,0.538,-5.462,0.138,0.253,0,0.0622,0.148,152.096,48
HNDRXX,6,2qwn6whaZf7gax7SaqUZSC,Drake,Incredible,spotify:track:2qwn6whaZf7gax7SaqUZSC,0.79,0.438,-6.462,0.133,0.0634,0,0.1,0.247,90.022,56
HNDRXX,7,31suvgK8vvhfVXyEa2JpH8,Drake,Testify,spotify:track:31suvgK8vvhfVXyEa2JpH8,0.681,0.524,-7.47,0.327,0.212,2.13E-06,0.112,0.15,96.183,46
HNDRXX,8,0knX1FaKl445Hej9Tjj07N,Drake,Fresh Air,spotify:track:0knX1FaKl445Hej9Tjj07N,0.817,0.526,-7.426,0.127,0.0223,0,0.192,0.419,125.014,48
HNDRXX,9,4Q40ZOINE8zsLJE3pWIqix,Drake,Neva Missa Lost,spotify:track:4Q40ZOINE8zsLJE3pWIqix,0.747,0.492,-8.399,0.11,0.271,1.11E-05,0.263,0.189,124.87,44
HNDRXX,10,1j703cUWGLGtl3n41HI3Hx,Drake,Keep Quiet,spotify:track:1j703cUWGLGtl3n41HI3Hx,0.815,0.528,-7.414,0.12,0.0292,0,0.0896,0.198,133.981,44
HNDRXX,11,7IeHIGriFrJaTeaC4W0a8W,Drake,Hallucinating,spotify:track:7IeHIGriFrJaTeaC4W0a8W,0.787,0.492,-6.574,0.256,0.365,2.47E-05,0.239,0.241,130.016,51
HNDRXX,12,3cq1t3pSjD7vt0n17g4mVm,Drake,I Thank U,spotify:track:3cq1t3pSjD7vt0n17g4mVm,0.858,0.574,-7.664,0.216,0.0862,1.24E-06,0.132,0.329,130.072,44
HNDRXX,13,0qH1jbTUbpCxZE7AMkjApD,Drake,New Illuminati,spotify:track:0qH1jbTUbpCxZE7AMkjApD,0.904,0.715,-6.509,0.285,0.0182,0.000707,0.215,0.625,140.001,42
HNDRXX,14,4j9G1hsYMHg3n6OBG8AQFS,Drake,Turn On Me,spotify:track:4j9G1hsYMHg3n6OBG8AQFS,0.729,0.384,-9.662,0.131,0.231,0,0.115,0.3,126.982,47
HNDRXX,15,6yHkPtl6UQ7RjtJLBPzbJw,Drake,Selfish,spotify:track:6yHkPtl6UQ7RjtJLBPzbJw,0.415,0.369,-10.044,0.0741,0.0303,7.64E-06,0.383,0.0913,95.746,63
HNDRXX,16,4lH6nENd1y81jp7Yt9lTBX,Drake,Solo,spotify:track:4lH6nENd1y81jp7Yt9lTBX,0.784,0.486,-6.497,0.0475,0.0538,0.497,0.101,0.0894,110.964,58
HNDRXX,17,4CPsMAG28OgzzDk1DcOtBx,Drake,Sorry,spotify:track:4CPsMAG28OgzzDk1DcOtBx,0.87,0.531,-6.471,0.0992,0.428,0,0.0798,0.315,100.01,52
HNDRXX,18,5FsJ8AUxW1KBypdhFvbdkd,Drake,PIE,spotify:track:5FsJ8AUxW1KBypdhFvbdkd,0.755,0.6,-6.431,0.309,0.144,0,0.117,0.652,155.982,59
HNDRXX,19,4AFgK4wP1iD5i8BYaLr9Vf,Drake,You Da Baddest,spotify:track:4AFgK4wP1iD5i8BYaLr9Vf,0.807,0.736,-6.748,0.151,0.109,0.00729,0.104,0.54,154.023,57
FUTURE,1,5W9QCBJ6Em0XWX333YrNhc,Drake,Rent Money,spotify:track:5W9QCBJ6Em0XWX333YrNhc,0.694,0.493,-8.581,0.373,0.0331,2.04E-06,0.431,0.313,166.457,57
FUTURE,2,2YXEUNdnNLtFuf5gi3LnWm,Drake,Good Dope,spotify:track:2YXEUNdnNLtFuf5gi3LnWm,0.863,0.409,-8.55,0.321,0.0887,0.0281,0.359,0.2,130.011,48
FUTURE,3,2IG6Te7JyvrtqhFeOF7le4,Drake,Zoom,spotify:track:2IG6Te7JyvrtqhFeOF7le4,0.852,0.438,-7.673,0.426,0.0145,0,0.263,0.627,150.945,49
FUTURE,4,4GkkxswcdEt1tkSyiRzgnC,Drake,Draco,spotify:track:4GkkxswcdEt1tkSyiRzgnC,0.804,0.456,-7.44,0.0468,0.000668,0,0.31,0.165,130.014,55
FUTURE,5,4XaW4jIud5YxwV4QRJOb40,Drake,Super Trapper,spotify:track:4XaW4jIud5YxwV4QRJOb40,0.816,0.414,-7.953,0.119,0.423,0,0.125,0.197,150.008,49
